Symbol,Name
FRGSX,"Franklin Growth Series Class C"
FRHIX,"Franklin High Yield Tax Free Income Fund Class A1"
FRIAX,"Franklin Income Fund Advisor Class"
FRICX,"Federated Floating Rate Strategic Income Fund Class C"
FRIFX,"Fidelity® Real Estate Income Fund"
FRIMX,"Fidelity Advisor Managed Retirement Income Fund Class I"
FRINX,"Fidelity Advisor® Real Estate Income Fund Class A"
FRIOX,"Fidelity Advisor® Real Estate Income Fund Class C"
FRIPX,"Nuveen Inflation Protected Securities Fund Class R3"
FRIQX,"Fidelity Advisor® Real Estate Income Fund Class M"
FRIRX,"Fidelity Advisor® Real Estate Income Fund Class I"
FRISX,"Franklin Rising Dividends Fund R6 Class"
FRKSX,"Nuveen Kansas Municipal Bond Fund Class I"
FRKYX,"Franklin Kentucky Tax Free Income Fund Class A1"
FRLAX,"Franklin Real Estate Securities Fund Advisor Class"
FRLBX,N/A
FRLCX,"Nuveen Real Estate Securities Fund Class C"
FRLDX,N/A
FRLEX,"Franklin LifeSmart™ 2050 Retirement Target Fund Class R6"
FRLIX,N/A
FRMCX,"Franklin MicroCap Value Fund Class A"
FRMIX,"Franklin Mutual International Fund Class R"
FRMOX,"Franklin Missouri Tax Free Income Fund Class A1"
FRMPX,"Nuveen Small Cap Growth Opportunities Fund Class A"
FRMTX,"Franklin Michigan Tax-Free Income Fund Class C"
FRMZX,"Franklin Missouri Tax Free Income Fund Advisor Class"
FRNAX,"Fidelity Advisor Simplicity RMD Income Fund Class A"
FRNCX,"Fidelity Advisor Simplicity RMD Income Fund Class C"
FRNIX,"Fidelity Advisor Simplicity RMD Income Fund Class I"
FRNJX,"Franklin New Jersey Tax Free Income Fund Class A1"
FRNKX,"Frank Value Fund Investor Class"
FRNRX,"Franklin Natural Resources Fund Class A"
FRNTX,"Fidelity Advisor Simplicity RMD Income Fund Class M"
FRORX,"Franklin Oregon Tax Free Income Fund Class A1"
FROTX,"Franklin Convertible Securities Fund Class C"
FROZX,"Franklin Ohio Tax-Free Income Fund Class Adv"
FRPAX,"Franklin Pennsylvania Tax-Free Income Fund Class A1"
FRPRX,"Franklin Pennsylvania Tax-Free Income Fund Class R6"
FRPTX,"Franklin Pennsylvania Tax-Free Income Fund Class C"
FRQAX,"Fidelity Advisor Managed Retirement 2010 Fund Class A"
FRQCX,"Fidelity Advisor Managed Retirement 2010 Fund Class C"
FRQIX,"Fidelity Advisor Managed Retirement 2010 Fund Class I"
FRQTX,"Fidelity Advisor Managed Retirement 2010 Fund Class M"
FRRAX,"Franklin Real Return Fund Class A"
FRRCX,"Franklin Real Return Fund Class C"
FRRGX,"Templeton Global Total Return Fund Class R"
FRRRX,"Franklin Real Return Fund Class R6"
FRRSX,"Franklin Real Estate Securities Fund Class C"
FRSAX,"Federated Floating Rate Strategic Income Fund Class A"
FRSGX,"Franklin Small-Mid Cap Growth Fund Class A"
FRSIX,"Franklin Small-Mid Cap Growth Fund Class C"
FRSLX,"Nuveen Mid Cap Growth Opportunities Fund Class A"
FRSSX,"Nuveen Real Estate Securities Fund Class R3"
FRSTX,"Franklin Strategic Income Fund Class A"
FRTAX,"Franklin LifeSmart™ 2035 Retirement Target Fund Class A"
FRTCX,"Franklin LifeSmart™ Retirement Income Fund Class C"
FRTIX,"Franklin Tennessee Municipal Bond Fund Class A1"
FRTMX,"Fidelity Advisor Managed Retirement Income Fund Class M"
FRTSX,"Franklin LifeSmart™ 2020 Retirement Target Fund Class R6"
FRUAX,"Franklin Utilities Fund Advisor Class"
FRUGX,"Franklin U.S. Government Securities Fund Class C"
FRURX,"Franklin Utilities Fund Class R"
FRUSX,"Franklin Utilities Fund Class C"
FRVAX,"Franklin Virginia Tax Free Income Fund Class A1"
FRVFX,"Franklin Small Cap Value Fund Class C"
FRVLX,"Franklin Small Cap Value Fund Class A"
FRVRX,"Franklin Virginia Tax Free Income Fund Class R6"
FRVZX,"Franklin Virginia Tax Free Income Fund Advisor Class"
FRXIX,N/A
FSAAX,"Fidelity Advisor Asset Manager® 60% Fund Class A"
FSACX,"Nuveen Strategy Aggressive Growth Allocation Fund Class C"
FSADX,"Strategic Advisers® Income Opportunities Fund of Funds"
FSAEX,"Fidelity® Series All-Sector Equity Fund"
FSAGX,"Fidelity® Select Gold Portfolio"
FSAHX,"Fidelity® Short Duration High Income Fund"
FSAIX,"Fidelity® Select Portfolios Air Transportation Portfolio"
FSAMX,"Strategic Advisers® Emerging Markets Fund"
FSANX,"Fidelity Asset Manager® 60% Fund"
FSARX,N/A
FSASX,"Nuveen Strategy Aggressive Growth Allocation Fund Class R3"
FSATX,"Fidelity Advisor Asset Manager® 60% Fund Class M"
FSAVX,"Fidelity® Select Automotive Portfolio"
FSAYX,"Nuveen Strategy Aggressive Growth Allocation Fund Class I"
FSAZX,"Fidelity® Arizona Municipal Income Fund"
FSBAX,N/A
FSBBX,"Federated Global Allocation Fund Class B Shares"
FSBCX,"Federated Global Allocation Fund Class C Shares"
FSBDX,"Fidelity® Series Blue Chip Growth Fund"
FSBHX,"Fidelity Advisor® Short Duration High Income Fund Class A"
FSBIX,N/A
FSBKX,"Federated Global Allocation Fund Class R Shares"
FSBLX,"Federated Global Allocation Fund Class R6"
FSBTX,"American Funds Short-Term Bond Fund of America® Class F-3"
FSCAX,"Nuveen Small Cap Value Fund Class A"
FSCCX,"Nuveen Small Cap Value Fund Class I"
FSCDX,"Fidelity Advisor® Small Cap Fund Class A"
FSCEX,"Fidelity Advisor® Small Cap Fund Class C"
FSCFX,"Strategic Advisers® Small-Mid Cap Fund"
FSCHX,"Fidelity® Select Chemicals Portfolio"
FSCIX,"Fidelity Advisor® Small Cap Fund I Class"
FSCKX,N/A
FSCLX,N/A
FSCNX,"Fidelity Advisor Asset Manager® 60% Fund Class C"
FSCOX,"Fidelity® International Small Cap Opportunities Fund"
FSCPX,"Fidelity® Select Consumer Discretionary Portfolio"
FSCRX,"Fidelity® Small Cap Discovery Fund"
FSCSX,"Fidelity® Select Software & IT Services Portfolio"
FSCTX,"Fidelity Advisor® Small Cap Fund Class M"
FSCVX,"Nuveen Small Cap Value Fund Class C"
FSCWX,"Nuveen Small Cap Value Fund Class R6"
FSCZX,"Fidelity Advisor® Stock Selector Large Cap Value Fund Class Z"
FSDAX,"Fidelity® Select Defense & Aerospace Portfolio"
FSDCX,"Fidelity® Select Communications Equip Portfolio"
FSDHX,"Fidelity Advisor® Short Duration High Income Fund Class C"
FSDIX,"Fidelity® Strategic Dividend & Income® Fund"
FSDPX,"Fidelity® Select Materials Portfolio"
FSEAX,"Fidelity® Emerging Asia Fund"
FSEHX,"Fidelity Advisor® Short Duration High Income Fund Class M"
FSEIX,"Nuveen Mid Cap Value Fund Class I"
FSELX,"Fidelity® Select Semiconductors Portfolio"
FSEMX,N/A
FSENX,"Fidelity® Select Energy Portfolio"
FSERX,"Franklin Real Estate Securities Fund Class R6"
FSESX,"Fidelity® Select Energy Service Portfolio"
FSEVX,N/A
FSFHX,"Fidelity Advisor® Short Duration High Income Fund I Class"
FSFIX,"Nuveen Strategy Conservative Allocation Fund Class A"
FSFRX,"Nuveen Strategic Income Fund Class R6"
FSFYX,"Nuveen Strategy Conservative Allocation Fund Class I"
FSGAX,"Franklin Small-Mid Cap Growth Fund Advisor Class"
FSGCX,"Franklin Strategic Income Fund Class C"
FSGDX,N/A
FSGEX,"Fidelity® Series Global ex U.S. Index Fund"
FSGFX,"Strategic Advisers® Growth Fund"
FSGGX,"Fidelity® Global ex U.S. Index Fund"
FSGIX,"Federated U.S. Government Securities Fund 1-3 Years Service Shares"
FSGNX,"Nuveen Strategy Balanced Allocation Fund Class A"
FSGRX,"Franklin Small Cap Growth Fund Class A"
FSGSX,N/A
FSGTX,"Federated U.S. Government Securities Fund 1-3 Years Class Y Shares"
FSGUX,N/A
FSGVX,"Federated U.S. Government Securities Fund 1-3 Years Institutional Shares"
FSGYX,"Nuveen Strategy Growth Allocation Fund Class I"
FSHAX,"Nuveen Short Term Municipal Bond Fund Class A"
FSHBX,"Fidelity® Short-Term Bond Fund"
FSHCX,"Fidelity® Select Health Care Services Portfolio"
FSHIX,"Federated Short-Intermediate Duration Municipal Trust Institutional Shares"
FSHNX,"Fidelity® Series High Income Fund"
FSHOX,"Fidelity® Select Construction & Housing Portfolio"
FSHSX,"Federated Short-Intermediate Duration Municipal Trust Service Shares"
FSHYX,"Nuveen Short Term Municipal Bond Fund Class I"
FSIAX,"Fidelity Advisor® Strategic Income Fund Class M"
FSIDX,"Fidelity Advisor® Strategic Dividend & Income® Fund I Class"
FSIEX,"Touchstone International Value Fund Class A"
FSIFX,"Delaware Strategic Income II Fund Class A"
FSIGX,"Fidelity® Series Investment Grade Bond Fund"
FSIHX,"Delaware Strategic Income II Fund Institutional Class"
FSIIX,N/A
FSILX,"Federated Short Term Income Fund Class R6 Shares"
FSIPX,"Fidelity® Series Inflation-Protected Bond Index Fund"
FSIQX,N/A
FSIRX,"Fidelity Advisor® Strategic Real Return Fund I Class"
FSISX,N/A
FSITX,N/A
FSIUX,"Invesco Dividend Income Fund R5 Class"
FSIVX,N/A
FSIYX,N/A
FSJCX,"Nuveen Strategy Conservative Allocation Fund Class C"
FSJHX,"Fidelity Advisor® Stock Selector All Cap Fund Class M"
FSJSX,"Nuveen Strategy Conservative Allocation Fund Class R3"
FSKAX,"Fidelity® Total Market Index Fund"
FSKCX,"Nuveen Strategy Balanced Allocation Fund Class C"
FSKGX,"Fidelity® Growth Strategies K6 Fund"
FSKKX,"Franklin K2 Alternative Strategies Fund Class R"
FSKLX,"Fidelity® SAI International Low Volatility Index Fund"
FSKSX,"Nuveen Strategy Balanced Allocation Fund Class R3"
FSKTX,N/A
FSKYX,"Nuveen Strategy Balanced Allocation Fund Class I"
FSLBX,"Fidelity® Select Brokerage & Invmt Mgmt Portfolio"
FSLCX,"Fidelity® Small Cap Stock Fund"
FSLEX,"Fidelity® Select Envir and Alt Energy Portfolio"
FSLPX,"Franklin Pelagos Commodities Strategy Fund Advisor Class"
FSLSX,"Fidelity® Value Strategies Fund"
FSLVX,"Fidelity® Stock Selector Large Cap Value Fund"
FSLZX,"Fidelity Advisor® Stock Selector Mid Cap Fund Class Z"
FSMAX,"Fidelity® Extended Market Index Fund"
FSMDX,"Fidelity® Mid Cap Index Fund"
FSMEX,"Fidelity® Select Medical Technology and Devices Portfolio"
FSMFX,"Franklin Strategic Mortgage Fund Class A"
FSMHX,"Franklin Strategic Mortgage Portfolio Class C"
FSMIX,"Franklin Strategic Mortgage Fund Class A1"
FSMLX,"Franklin Small Cap Growth Fund Class R6"
FSMMX,"FS Multi-Strategy Alternatives Fund Class A"
FSMQX,"Franklin Strategic Mortgage Portfolio Class R6"
FSMRX,"Franklin Small-Mid Cap Growth Fund Class R"
FSMSX,"FS Multi-Strategy Alternatives Fund Class I"
FSMVX,"Fidelity® Mid Cap Value Fund"
FSMZX,"Franklin Strategic Mortgage Portfolio Advisor Class"
FSNAX,"Nuveen Strategy Growth Allocation Fund Class A"
FSNCX,"Nuveen Strategy Growth Allocation Fund Class C"
FSNGX,"Fidelity® Select Natural Gas Portfolio"
FSNHX,"Silk Invest New Horizons Frontier Fund Institutional Class"
FSNIX,"Fidelity Advisor Asset Manager® 60% Fund I Class"
FSNJX,"Fidelity Freedom® 2005 Fund Class K"
FSNKX,"Fidelity Freedom® 2010 Fund Class K"
FSNLX,"Fidelity Freedom® 2015 Fund Class K"
FSNOX,"Fidelity Freedom® 2020 Fund Class K"
FSNPX,"Fidelity Freedom® 2025 Fund Class K"
FSNQX,"Fidelity Freedom® 2030 Fund Class K"
FSNSX,"Nuveen Strategy Growth Allocation Fund Class R3"
FSNUX,"Fidelity Freedom® 2035 Fund Class K"
FSNVX,"Fidelity Freedom® 2040 Fund Class K"
FSNZX,"Fidelity Freedom® 2045 Fund Class K"
FSOAX,"Fidelity Advisor® Value Strategies Fund Class A"
FSOCX,N/A
FSODX,"Fidelity Advisor® Municipal Income 2023 Fund Class A"
FSONX,N/A
FSOPX,"Fidelity® Series Small Cap Opportunities Fund"
FSORX,N/A
FSOTX,N/A
FSPCX,"Fidelity® Select Insurance Portfolio"
FSPGX,"Fidelity® Large Cap Growth Index Fund"
FSPHX,"Fidelity® Select Health Care Portfolio"
FSPNX,N/A
FSPSX,"Fidelity® International Index Fund"
FSPTX,"Fidelity® Select Technology Portfolio"
FSRAX,"Fidelity Advisor® Strategic Real Return Fund Class A"
FSRBX,"Fidelity® Select Banking Portfolio"
FSRCX,"Fidelity Advisor® Strategic Income Fund Class C"
FSREX,"Fidelity® Series Real Estate Income Fund"
FSRFX,"Fidelity® Select Transportation Portfolio"
FSRIX,"Fidelity Advisor® Strategic Income Fund Class I"
FSRNX,"Fidelity® Real Estate Index Fund"
FSRPX,"Fidelity® Select Retailing Portfolio"
FSRRX,"Fidelity® Strategic Real Return Fund"
FSRTX,"Fidelity Advisor® Strategic Real Return Fund Class M"
FSRVX,N/A
FSSAX,"Franklin Small Cap Growth Fund Advisor Class"
FSSFX,"Fidelity Advisor® Series Small Cap Fund"
FSSKX,"Fidelity Advisor® Stock Selector All Cap Fund Class K"
FSSMX,"Fidelity® Stock Selector Mid Cap Fund"
FSSNX,"Fidelity® Small Cap Index Fund"
FSSPX,N/A
FSSRX,"Franklin Small Cap Growth Fund Class R"
FSSSX,N/A
FSSVX,N/A
FSSZX,"Fidelity Advisor® Stock Selector Small Cap Fund Class Z"
FSTAX,"Fidelity Advisor® Strategic Income Fund Class A"
FSTBX,"Federated Global Allocation Fund Class A Shares"
FSTCX,"Fidelity® Select Telecommunications Portfolio"
FSTEX,"Invesco Energy Fund Investor Class"
FSTFX,"Fidelity® Limited Term Municipal Income Fund"
FSTGX,"Fidelity® Intermediate Government Income Fund"
FSTIX,"Federated Short-Term Income Fund Service Shares"
FSTKX,"Federated MDT Large Cap Value Fund Service Shares"
FSTLX,"Federated MDT Large Cap Value Fund Class R6"
FSTMX,N/A
FSTPX,N/A
FSTRX,"Federated MDT Large Cap Value Fund Class A"
FSTSX,"Fidelity® Series International Small Cap Fund"
FSTTX,"American Funds Short-Term Tax-Exempt Bond Fund® Class F-1"
FSTUX,"Invesco Dividend Income Fund Investor Class"
FSTVX,N/A
FSTYX,"Federated Short-Term Income Fund Institutional Shares"
FSUIX,N/A
FSUPX,N/A
FSUTX,"Fidelity® Select Utilities Portfolio"
FSUVX,"Fidelity® SAI U.S. Low Volatility Index Fund"
FSVLX,"Fidelity® Select Consumer Finance Portfolio"
FSVSX,"Nuveen Small Cap Value Fund Class R3"
FSWCX,"Fidelity® SAI U.S. Value Index Fund"
FSWIX,N/A
FSWTX,"Fidelity Advisor® Municipal Income 2023 Fund I Class"
FTAAX,"Fidelity Advisor Asset Manager® 30% Fund Class A"
FTABX,"Fidelity® Tax-Free Bond Fund"
FTADX,"Fidelity Advisor® International Discovery Fund Class M"
FTAEX,"Fidelity Advisor® Total International Equity Fund Class A"
FTAFX,"Fidelity Advisor Freedom® Income Fund Class M"
FTAGX,"Salient Tactical Growth Fund Class A"
FTANX,"Fidelity Asset Manager® 30% Fund"
FTASX,"Fidelity Advisor Asset Manager® 70% Fund Class M"
FTAWX,"Fidelity Advisor Asset Manager® 20% Fund Class A"
FTAZX,"Franklin Arizona Tax Free Income Fund Class A1"
FTBFX,"Fidelity® Total Bond Fund"
FTBRX,"Fidelity Advisor® Limited Term Bond Fund Class M"
FTCCX,"Franklin Conservative Allocation Fund Class C"
FTCEX,"Fidelity Advisor® Total International Equity Fund Class C"
FTCHX,"Invesco Technology Fund Investor Class"
FTCIX,"Franklin Conservative Allocation Fund Class A"
FTCLX,"Franklin Corefolio Allocation Fund Class C"
FTCNX,"Fidelity Advisor® Canada Fund Class M"
FTCOX,"Franklin Corefolio Allocation Fund Class A"
FTCRX,"Franklin Conservative Allocation Fund Class R"
FTCVX,"Fidelity Advisor® Convertible Securities Fund Class M"
FTCWX,"Fidelity Advisor Asset Manager® 20% Fund Class C"
FTCZX,"Franklin Conservative Allocation Fund Advisor Class"
FTDWX,"Fidelity Advisor Asset Manager® 20% Fund Class M"
FTDZX,"Franklin Biotechnology Discovery Fund Advisor Class"
FTECX,"Touchstone International Value Fund Class C"
FTEDX,"Fidelity Advisor® Total Emerging Markets Fund Class A"
FTEFX,"Fidelity Advisor® Total Emerging Markets Fund Class C"
FTEHX,"Fidelity Advisor® Total Emerging Markets Fund Class M"
FTEIX,"Fidelity Advisor® Total International Equity Fund I Class"
FTEJX,"Fidelity Advisor® Total Emerging Markets Fund I Class"
FTEMX,"Fidelity® Total Emerging Markets Fund"
FTEQX,"Templeton Emerging Markets Small Cap Fund Class R6"
FTESX,"Templeton Emerging Markets Small Cap Fund Class Retirement"
FTFEX,"Fidelity Advisor Freedom® 2030 Fund Class M"
FTFFX,"Fidelity Advisor Freedom® 2040 Fund Class M"
FTFGX,"Templeton Foreign Fund Class R6"
FTFMX,"Fidelity® New York Municipal Income Fund"
FTFZX,"Franklin Federal Limited-Term Tax-Free Income Fund Advisor Class"
FTGAX,"Franklin Georgia Tax Free Income Fund Class A1"
FTGFX,"Templeton Growth Fund, Inc. Class R6"
FTGLX,"Federated Total Return Government Bond Fund Class R6"
FTGOX,"Salient Tactical Growth Fund Class C"
FTGRX,"Fidelity Advisor® Mega Cap Stock Fund Class M"
FTGSX,"Federated Total Return Government Bond Fund Service Shares"
FTGTX,"Franklin Growth Allocation Fund Class C"
FTGWX,"Salient Tactical Growth Fund Institutional Class"
FTHCX,"Fidelity Advisor® Technology Fund Class C"
FTHFX,"Fuller & Thaler Behavioral Small-Cap Equity Fund R6 Shares"
FTHNX,"Fuller & Thaler Behavioral Small-Cap Equity Fund Investor Shares"
FTHRX,"Fidelity® Intermediate Bond Fund"
FTHSX,"Fuller & Thaler Behavioral Small-Cap Equity Fund Institutional Shares"
FTIAX,"Federated Short-Term Income Fund Class A Shares"
FTIBX,"Federated Global Total Return Bond Fund Class C Shares"
FTICX,"DWS Communications Fund - Class C"
FTIEX,"Fidelity® Total International Equity Fund"
FTIGX,N/A
FTIHX,"Fidelity® Total International Index Fund"
FTIIX,"Federated Global Total Return Bond Fund Class A Shares"
FTINX,"Fidelity Advisor Asset Manager® 30% Fund I Class"
FTIPX,N/A
FTIRX,"Fidelity Advisor Simplicity RMD 2010 Fund Class M"
FTISX,"Fidelity Advisor® International Small Cap Fund Class M"
FTIUX,N/A
FTIWX,"Fidelity Advisor Asset Manager® 20% Fund I Class"
FTKFX,"Fidelity® Total Bond K6 Fund"
FTLAX,"Nuveen Louisiana Municipal Bond Fund Class A"
FTLCX,"Nuveen Louisiana Municipal Bond Fund Class C2"
FTLMX,"Franklin LifeSmart™ 2025 Retirement Target Fund Class R6"
FTLQX,"Franklin Corefolio Allocation Fund Class R6"
FTLRX,"Nuveen Louisiana Municipal Bond Fund Class I"
FTLSX,"Fidelity Flex Freedom Income Fund"
FTLTX,"Fidelity® Series Long-Term Treasury Bond Index Fund"
FTMIX,"First Investors Tax Exempt Michigan Fund Class A"
FTMJX,"First Investors Tax Exempt Michigan Fund Class B"
FTMKX,"Fidelity Advisor® Emerging Markets Fund Class M"
FTMLX,"First Investors Tax Exempt Michigan Fund Advisor Class"
FTMMX,"First Investors Tax Exempt Michigan Fund Institutional Class"
FTMQX,"Franklin Tennessee Municipal Bond Fund Class R6"
FTMRX,"Franklin Moderate Allocation Fund Class R"
FTMTX,"Franklin Moderate Allocation Fund Class C"
FTMZX,"Franklin Tennessee Municipal Bond Fund Advisor Class"
FTNCX,"Nuveen Tennessee Municipal Bond Fund Class C2"
FTNDX,"Nuveen Tennessee Municipal Bond Fund Class C"
FTNRX,"Nuveen Tennessee Municipal Bond Fund Class I"
FTNTX,"Nuveen Tennessee Municipal Bond Fund Class A"
FTNYX,"Delaware Tax-Free New York Fund Class A"
FTOBX,"First Investors Tax Exempt Oregon Fund Class B"
FTOIX,"Franklin Ohio Tax-Free Income Fund Class A1"
FTORX,"Delaware Tax-Free Oregon Fund Class A"
FTOTX,"Delaware Tax-Free Oregon Fund Institutional Class"
FTOUX,"Delaware Tax-Free Oregon Fund Class R6"
FTPAX,"First Investors Tax Exempt Pennsylvania Fund Class A"
FTPDX,"First Investors Tax Exempt Pennsylvania Fund Class B"
FTPEX,"First Investors Tax Exempt Pennsylvania Fund Advisor Class"
FTPFX,"First Investors Tax Exempt Pennsylvania Fund Institutional Class"
FTPIX,"Invesco Technology Fund R5 Class"
FTPSX,"Invesco Technology Fund Class R6"
FTQGX,"Fidelity® Focused Stock Fund"
FTRAX,"Franklin LifeSmart™ Retirement Income Fund Class A"
FTRBX,"Federated Total Return Bond Fund Institutional Shares"
FTRCX,"Franklin LifeSmart™ 2035 Retirement Target Fund Class C"
FTRFX,"Federated Total Return Bond Fund Service Shares"
FTRGX,"Federated Total Return Government Bond Fund Institutional Shares"
FTRIX,"Fidelity Advisor® Mega Cap Stock Fund Class I"
FTRKX,"Federated Total Return Bond Fund Class R Shares"
FTRLX,"Federated Total Return Bond Fund Class R6 Shares"
FTRNX,"Fidelity® Trend Fund"
FTRPX,"Fidelity Advisor Simplicity RMD 2005 Fund Class M"
FTRRX,"Franklin Total Return Fund Class R"
FTRSX,"Fidelity Advisor Managed Retirement 2015 Fund Class M"
FTRTX,"Franklin LifeSmart™ 2025 Retirement Target Fund Class A"
FTRVX,"Fidelity Advisor® Managed Retirement 2020 Fund Class M"
FTRWX,"Fidelity Advisor Simplicity RMD 2020 Fund Class M"
FTSCX,"Frontier Timpani Small Cap Growth Fund Service Class"
FTSDX,"Fidelity Advisor® Strategic Dividend & Income® Fund Class M"
FTSGX,"Frontier Timpani Small Cap Growth Fund Institutional Class"
FTSHX,"Fidelity Advisor® Limited Term Municipal Income Fund - Class M"
FTSYX,"Frontier Timpani Small Cap Growth Fund Class Y"
FTTAX,"Franklin LifeSmart™ 2045 Retirement Target Fund Class A"
FTTCX,"Franklin LifeSmart™ 2025 Retirement Target Fund Class C"
